Parallelization_method,Problem_scaling,Number_of_GPUs,Total_number_of_options,Number_of_paths,Init_time_ms,Execution_time_msthreaded,weak,1,262144,262144,130.022,292.423
threaded,weak,1,262144,262144,115.424,283.395
threaded,weak,1,262144,262144,114.295,268.588
threaded,weak,1,262144,262144,114.729,268.61
threaded,weak,1,262144,262144,117.242,268.359
threaded,weak,1,262144,262144,114.018,267.809
streamed,weak,1,262144,262144,3.38203,267.817
streamed,weak,1,262144,262144,3.35315,268.071
streamed,weak,1,262144,262144,3.36574,268.114
streamed,weak,1,262144,262144,3.34293,268.144
streamed,weak,1,262144,262144,3.37502,269.072
streamed,weak,1,262144,262144,3.34593,267.853
threaded,strong,1,262144,262144,123.316,268.793
threaded,strong,1,262144,262144,115.023,267.829
threaded,strong,1,262144,262144,121.733,268.118
threaded,strong,1,262144,262144,121.998,268.06
threaded,strong,1,262144,262144,116.28,268.078
threaded,strong,1,262144,262144,115.905,267.773
streamed,strong,1,262144,262144,3.33066,267.812
streamed,strong,1,262144,262144,3.33368,268.094
streamed,strong,1,262144,262144,3.34037,267.808
streamed,strong,1,262144,262144,3.31878,267.915
streamed,strong,1,262144,262144,3.33619,267.922
streamed,strong,1,262144,262144,3.34844,267.847
threaded,weak,1,1048576,262144,113.972,1065.7
threaded,weak,1,1048576,262144,114.789,1069.73
threaded,weak,1,1048576,262144,116.277,1072.17
threaded,weak,1,1048576,262144,113.87,1072.88
threaded,weak,1,1048576,262144,127.811,1072.42
threaded,weak,1,1048576,262144,114.638,1075.13
streamed,weak,1,1048576,262144,3.36142,1075.1
streamed,weak,1,1048576,262144,3.29021,1073.94
streamed,weak,1,1048576,262144,3.355,1078.17
streamed,weak,1,1048576,262144,3.35127,1075.06
streamed,weak,1,1048576,262144,3.34078,1074.64
streamed,weak,1,1048576,262144,3.62187,1079.61
threaded,strong,1,1048576,262144,115.078,1080.72
threaded,strong,1,1048576,262144,114.674,1083.76
threaded,strong,1,1048576,262144,124.655,1084.62
threaded,strong,1,1048576,262144,114.558,1083.22
threaded,strong,1,1048576,262144,125.877,1082.36
threaded,strong,1,1048576,262144,113.536,1084.62
streamed,strong,1,1048576,262144,3.40747,1084.85
streamed,strong,1,1048576,262144,3.41883,1087.48
streamed,strong,1,1048576,262144,3.38883,1088.41
streamed,strong,1,1048576,262144,3.3698,1084.73
streamed,strong,1,1048576,262144,3.39372,1088.93
streamed,strong,1,1048576,262144,3.42811,1089.79
threaded,weak,1,16777216,262144,153.164,17548.3
threaded,weak,1,16777216,262144,114.26,17691.5
threaded,weak,1,16777216,262144,116.787,17714.2
threaded,weak,1,16777216,262144,113.256,17758.5
threaded,weak,1,16777216,262144,113.044,17780.8
threaded,weak,1,16777216,262144,113.422,17784.8
streamed,weak,1,16777216,262144,3.38614,17810.2
streamed,weak,1,16777216,262144,3.51558,17807.3
streamed,weak,1,16777216,262144,3.39082,17799.2
streamed,weak,1,16777216,262144,3.39752,17814.2
streamed,weak,1,16777216,262144,3.72341,17823.6
streamed,weak,1,16777216,262144,3.4703,17813.6
threaded,strong,1,16777216,262144,114.845,17826.6
threaded,strong,1,16777216,262144,115.844,17825
threaded,strong,1,16777216,262144,115.608,17824.3
threaded,strong,1,16777216,262144,115.204,17839
threaded,strong,1,16777216,262144,115.335,17747.9
threaded,strong,1,16777216,262144,115.522,17795.9
streamed,strong,1,16777216,262144,3.38914,17812.7
streamed,strong,1,16777216,262144,3.78287,17840
streamed,strong,1,16777216,262144,3.39456,17815.1
streamed,strong,1,16777216,262144,3.48357,17811.7
streamed,strong,1,16777216,262144,3.78744,17825.8
streamed,strong,1,16777216,262144,3.33275,17765.5
threaded,weak,1,67108864,262144,149.744,71204.7
threaded,weak,1,67108864,262144,122.171,71225.5
threaded,weak,1,67108864,262144,118.137,71202.2
threaded,weak,1,67108864,262144,126.236,71312
threaded,weak,1,67108864,262144,128.323,71919
threaded,weak,1,67108864,262144,119.409,71201.7
streamed,weak,1,67108864,262144,3.84379,71186.3
streamed,weak,1,67108864,262144,3.79024,71200.7
streamed,weak,1,67108864,262144,3.77926,71206
streamed,weak,1,67108864,262144,3.7556,71205.7
streamed,weak,1,67108864,262144,3.76761,71200.7
streamed,weak,1,67108864,262144,3.77831,71208
